"subID","runNum","currentContext","trialInRun","currentTrial","currentOnsetPTime","currentTrait"
1,1,"friend",70,70,484.6846,"Hospitable"
1,1,"friend",71,71,492.2013,"Sociable"
1,1,"friend",72,72,498.3706,"Fearless"
1,1,"friend",73,73,507.4608,"Giving"
1,1,"friend",74,74,514.9054,"Considerate"
1,1,"friend",75,75,521.8115,"Unselfish"
1,1,"friend",76,76,529.4543,"Reserved"
1,1,"friend",77,77,537,"Courageous"
1,2,"friend",1,78,5,"Communicative"
1,2,"friend",2,79,11.6957,"Contemplative"
1,2,"friend",3,80,19.3442,"Straightforward"
1,2,"friend",4,81,26.0114,"Fair"
1,2,"friend",5,82,32.1576,"Good"
1,2,"friend",7,84,45.1408,"Glad"
1,2,"friend",9,86,58.2272,"Dependable"
1,2,"friend",10,87,66.214,"Sincere"
1,2,"friend",11,88,72.7535,"Good-tempered"
1,2,"friend",12,89,78.9719,"Charitable"
1,2,"friend",13,90,86.8907,"Outspoken"
1,2,"friend",14,91,93.7128,"Good-humored"
1,2,"friend",15,92,101.2625,"Funny"
1,2,"friend",16,93,107.3405,"Considerate"
1,2,"friend",17,94,114.5706,"Comfortable"
1,2,"friend",18,95,120.8511,"Confident"
1,2,"friend",19,96,128.3849,"Loyal"
1,2,"friend",21,98,143.6782,"Mathematical"
1,2,"friend",23,100,156.9974,"Sociable"
1,2,"friend",24,101,164.0645,"Witty"
1,2,"friend",25,102,171.029,"Nice"
1,2,"friend",26,103,177.2709,"Verbal"
1,2,"friend",28,105,193.0948,"Casual"
1,2,"friend",29,106,199.7629,"Self-critical"
1,2,"friend",30,107,206.1537,"Warm"
1,2,"friend",32,109,219.7563,"Humorous"
1,2,"friend",33,110,228.7288,"Charming"
1,2,"friend",34,111,235.0266,"Extraverted"
1,2,"friend",35,112,241.5088,"Well-organized"
1,2,"friend",36,113,249.5837,"Gentle"
1,2,"friend",38,115,264.6171,"Cooperative"
1,2,"friend",39,116,273.5117,"Fearless"
1,2,"friend",40,117,280.0957,"Talkative"
1,2,"friend",41,118,286.3217,"Generous"
1,2,"friend",43,120,303.5925,"Giving"
1,2,"friend",44,121,310.0385,"Original"
1,2,"friend",45,122,316.5495,"Untiring"
1,2,"friend",47,124,330.0543,"Hospitable"
1,2,"friend",48,125,337.0949,"Fun"
1,2,"friend",49,126,343.3498,"Unafraid"
1,2,"friend",50,127,349.7057,"Unassuming"
1,2,"friend",51,128,355.9542,"Helpful"
1,2,"friend",52,129,362.0872,"Compassionate"
1,2,"friend",53,130,368.5963,"Quiet"
1,2,"friend",54,131,375.2025,"Positive"
1,2,"friend",55,132,381.3177,"Eager"
1,2,"friend",56,133,389.1512,"Natural"
1,2,"friend",58,135,402.3676,"Enthusiastic"
1,2,"friend",59,136,408.8026,"Passionate"
1,2,"friend",60,137,414.9455,"Lenient"
1,2,"friend",62,139,430.8956,"Lucky"
1,2,"friend",63,140,437.6845,"Optimistic"
1,2,"friend",65,142,455.452,"Reserved"
1,2,"friend",66,143,462.4812,"Unselfish"
1,2,"friend",67,144,471.7999,"Lively"
1,2,"friend",69,146,484.4606,"Courageous"
1,2,"friend",70,147,490.8154,"Understanding"
1,2,"friend",71,148,497.3549,"Studious"
1,2,"friend",72,149,503.7318,"Friendly"
1,2,"friend",73,150,509.8524,"Open-minded"
1,2,"friend",74,151,516.9884,"Outgoing"
1,2,"friend",75,152,523.9544,"Sentimental"
1,2,"friend",76,153,530.7923,"Scientific"
1,2,"friend",77,154,537,"Faithful"
1,3,"school",1,155,5,"Reserved"
1,3,"school",2,156,11.1561,"Charming"
1,3,"school",3,157,17.5971,"Talkative"
1,3,"school",4,158,23.8465,"Lucky"
1,3,"school",5,159,30.719,"Quiet"
1,3,"school",6,160,36.9151,"Passionate"
1,3,"school",7,161,43.0949,"Dependable"
1,3,"school",9,163,56.2316,"Good-tempered"
1,3,"school",11,165,71.014,"Optimistic"
1,3,"school",12,166,78.0603,"Self-critical"
1,3,"school",13,167,84.2998,"Untiring"
1,3,"school",14,168,90.7761,"Compassionate"
1,3,"school",15,169,98.1049,"Glad"
1,3,"school",17,171,112.7625,"Sociable"
1,3,"school",19,173,127.1008,"Mathematical"
1,3,"school",21,175,142.9687,"Good"
1,3,"school",23,177,155.7616,"Warm"
1,3,"school",25,179,171.0592,"Giving"
1,3,"school",26,180,177.5952,"Understanding"
1,3,"school",27,181,184.3062,"Positive"
1,3,"school",28,182,192.3748,"Outspoken"
1,3,"school",29,183,199.3283,"Unselfish"
1,3,"school",30,184,207.2187,"Sincere"
1,3,"school",31,185,213.9151,"Straightforward"
1,3,"school",32,186,220.0276,"Gentle"
1,3,"school",33,187,226.6254,"Unassuming"
1,3,"school",34,188,234.2034,"Extraverted"
1,3,"school",36,190,246.5569,"Contemplative"
1,3,"school",37,191,253.0623,"Natural"
1,3,"school",38,192,259.6733,"Faithful"
1,3,"school",39,193,266.5151,"Enthusiastic"
1,3,"school",40,194,276.866,"Nice"
1,3,"school",42,196,291.2059,"Cooperative"
1,3,"school",43,197,297.2556,"Lenient"
1,3,"school",44,198,303.5805,"Considerate"
1,3,"school",45,199,311.1701,"Studious"
1,3,"school",46,200,317.7854,"Loyal"
1,3,"school",47,201,325.6522,"Outgoing"
1,3,"school",48,202,332.8818,"Hospitable"
1,3,"school",49,203,340.1466,"Original"
1,3,"school",51,205,352.6153,"Unafraid"
1,3,"school",52,206,358.6898,"Fearless"
1,3,"school",53,207,366.1206,"Fun"
1,3,"school",54,208,373.2,"Courageous"
1,3,"school",55,209,379.6832,"Communicative"
1,3,"school",56,210,386.7685,"Eager"
1,3,"school",57,211,393.4313,"Confident"
1,3,"school",59,213,406.7946,"Open-minded"
1,3,"school",60,214,413.186,"Witty"
1,3,"school",61,215,422.4695,"Sentimental"
1,3,"school",62,216,429.7623,"Charitable"
1,3,"school",63,217,436.0222,"Funny"
1,3,"school",64,218,444.2162,"Helpful"
1,3,"school",65,219,450.4476,"Lively"
1,3,"school",66,220,457.6693,"Fair"
1,3,"school",68,222,470.8762,"Good-humored"
1,3,"school",69,223,478.8252,"Generous"
1,3,"school",70,224,486.5528,"Comfortable"
1,3,"school",71,225,495.3973,"Verbal"
1,3,"school",73,227,507.8759,"Well-organized"
1,3,"school",74,228,515.8206,"Scientific"
1,3,"school",75,229,523.0682,"Humorous"
1,3,"school",76,230,530.1153,"Casual"
1,3,"school",77,231,537,"Friendly"
1,4,"school",1,232,5,"Good"
1,4,"school",2,233,11.2396,"Outgoing"
1,4,"school",3,234,17.1793,"Sentimental"
1,4,"school",5,236,34.6473,"Unafraid"
1,4,"school",6,237,40.9508,"Hospitable"
1,4,"school",7,238,47.8186,"Helpful"
1,4,"school",8,239,54.1472,"Reserved"
1,4,"school",10,241,67.3993,"Casual"
1,4,"school",11,242,73.7143,"Self-critical"
1,4,"school",12,243,79.8043,"Loyal"
1,4,"school",13,244,85.99,"Warm"
1,4,"school",14,245,94.0314,"Natural"
1,4,"school",15,246,100.8536,"Talkative"
1,4,"school",16,247,106.796,"Original"
1,4,"school",17,248,113.5761,"Open-minded"
1,4,"school",18,249,121.2121,"Fearless"
1,4,"school",19,250,128.9107,"Unselfish"
1,4,"school",20,251,135.0588,"Lenient"
1,4,"school",21,252,141.1404,"Studious"
1,4,"school",22,253,149.5322,"Positive"
1,4,"school",23,254,155.7914,"Good-tempered"
1,4,"school",24,255,162.6661,"Considerate"
1,4,"school",25,256,172.722,"Optimistic"
1,4,"school",26,257,179.3618,"Sociable"
1,4,"school",27,258,185.3789,"Contemplative"
1,4,"school",28,259,191.7096,"Scientific"
1,4,"school",29,260,198.8676,"Nice"
1,4,"school",30,261,204.9815,"Compassionate"
1,4,"school",31,262,211.7366,"Enthusiastic"
1,4,"school",32,263,217.7408,"Dependable"
1,4,"school",33,264,225.1036,"Communicative"
1,4,"school",34,265,232.3323,"Faithful"
1,4,"school",35,266,239.4079,"Friendly"
1,4,"school",36,267,245.532,"Quiet"
1,4,"school",37,268,252.5234,"Gentle"
1,4,"school",39,270,266.3605,"Understanding"
1,4,"school",40,271,273.247,"Lively"
1,4,"school",41,272,280.9244,"Funny"
1,4,"school",42,273,288.1304,"Straightforward"
1,4,"school",43,274,295.6688,"Glad"
1,4,"school",45,276,310.421,"Extraverted"
1,4,"school",46,277,316.7367,"Eager"
1,4,"school",48,279,329.6069,"Courageous"
1,4,"school",49,280,338.1904,"Charitable"
1,4,"school",50,281,344.8471,"Comfortable"
1,4,"school",51,282,350.9016,"Sincere"
1,4,"school",53,284,368.6378,"Passionate"
1,4,"school",55,286,382.0655,"Mathematical"
1,4,"school",56,287,387.9847,"Generous"
1,4,"school",57,288,394.4228,"Unassuming"
1,4,"school",59,290,411.4721,"Charming"
1,4,"school",60,291,417.5232,"Fun"
1,4,"school",62,293,431.6955,"Verbal"
1,4,"school",64,295,447.5782,"Fair"
1,4,"school",65,296,453.5736,"Untiring"
1,4,"school",67,298,465.9865,"Lucky"
1,4,"school",69,300,479.4347,"Humorous"
1,4,"school",70,301,485.7037,"Cooperative"
1,4,"school",71,302,493.5045,"Giving"
1,4,"school",72,303,501.3529,"Outspoken"
1,4,"school",73,304,508.6875,"Good-humored"
1,4,"school",75,306,524.7424,"Witty"
1,4,"school",76,307,530.6841,"Well-organized"
1,4,"school",77,308,537,"Confident"
2,1,"school",1,1,5,"Extraverted"
2,1,"school",2,2,11.1255,"Good-tempered"
2,1,"school",3,3,21.4769,"Reserved"
2,1,"school",4,4,30.1595,"Fair"
2,1,"school",5,5,36.926,"Witty"
2,1,"school",6,6,43.343,"Natural"
2,1,"school",8,8,56.3096,"Scientific"
2,1,"school",10,10,69.4282,"Sentimental"
2,1,"school",11,11,76.3495,"Hospitable"
2,1,"school",12,12,82.3967,"Studious"
2,1,"school",13,13,88.6774,"Optimistic"
2,1,"school",14,14,94.7476,"Passionate"
2,1,"school",16,16,108.4346,"Quiet"
2,1,"school",18,18,120.7588,"Comfortable"
2,1,"school",19,19,127.1505,"Lively"
2,1,"school",20,20,133.6701,"Warm"
2,1,"school",21,21,140.76,"Sincere"
2,1,"school",22,22,146.8174,"Straightforward"
2,1,"school",23,23,153.4046,"Enthusiastic"
2,1,"school",24,24,160.7561,"Good-humored"
2,1,"school",25,25,166.8917,"Talkative"
2,1,"school",26,26,174.3823,"Friendly"
2,1,"school",27,27,180.5785,"Fearless"
2,1,"school",28,28,186.9422,"Eager"
2,1,"school",29,29,193.7804,"Generous"
2,1,"school",30,30,200.8984,"Helpful"
2,1,"school",31,31,208.631,"Outgoing"
2,1,"school",32,32,215.1052,"Faithful"
2,1,"school",34,34,227.4935,"Self-critical"
2,1,"school",35,35,233.7198,"Humorous"
2,1,"school",36,36,242.9895,"Glad"
2,1,"school",38,38,255.5727,"Considerate"
2,1,"school",39,39,261.7343,"Casual"
2,1,"school",41,41,274.5183,"Cooperative"
2,1,"school",42,42,281.3166,"Untiring"
2,1,"school",43,43,289.9359,"Original"
2,1,"school",45,45,304.9366,"Communicative"
2,1,"school",46,46,311.6877,"Loyal"
2,1,"school",47,47,317.7004,"Sociable"
2,1,"school",49,49,330.7533,"Funny"
2,1,"school",50,50,338.7519,"Open-minded"
2,1,"school",51,51,345.167,"Dependable"
2,1,"school",53,53,360.2919,"Fun"
2,1,"school",54,54,369.1009,"Unafraid"
2,1,"school",55,55,376.5455,"Charming"
2,1,"school",56,56,383.6861,"Giving"
2,1,"school",58,58,398.9773,"Well-organized"
2,1,"school",59,59,405.4222,"Outspoken"
2,1,"school",60,60,415.3953,"Verbal"
2,1,"school",61,61,421.717,"Unselfish"
2,1,"school",62,62,428.7068,"Nice"
2,1,"school",63,63,438.2838,"Gentle"
2,1,"school",64,64,444.5499,"Charitable"
2,1,"school",65,65,451.204,"Compassionate"
2,1,"school",66,66,457.7643,"Mathematical"
2,1,"school",67,67,464.0874,"Lenient"
2,1,"school",68,68,470.9241,"Positive"
2,1,"school",70,70,485.7215,"Understanding"
2,1,"school",71,71,495.0532,"Lucky"
2,1,"school",72,72,501.7622,"Contemplative"
2,1,"school",73,73,509.0063,"Unassuming"
2,1,"school",74,74,515.3149,"Courageous"
2,1,"school",75,75,522.7863,"Confident"
2,1,"school",77,77,537,"Good"
2,2,"school",1,78,5,"Gentle"
2,2,"school",3,80,18.597,"Sociable"
2,2,"school",5,82,32.9437,"Untiring"
2,2,"school",6,83,40.8114,"Sentimental"
2,2,"school",7,84,47.2539,"Humorous"
2,2,"school",8,85,53.9877,"Lenient"
2,2,"school",9,86,61.1124,"Giving"
2,2,"school",10,87,67.1263,"Charming"
2,2,"school",11,88,73.3746,"Communicative"
2,2,"school",12,89,81.4332,"Understanding"
2,2,"school",13,90,87.5972,"Confident"
2,2,"school",15,92,103.7372,"Casual"
2,2,"school",16,93,110.0433,"Contemplative"
2,2,"school",17,94,116.2237,"Good"
2,2,"school",18,95,125.156,"Good-humored"
2,2,"school",19,96,131.3008,"Considerate"
2,2,"school",20,97,137.6154,"Compassionate"
2,2,"school",22,99,154.79,"Well-organized"
2,2,"school",23,100,160.7792,"Glad"
2,2,"school",24,101,166.9317,"Sincere"
2,2,"school",25,102,173.6937,"Outspoken"
2,2,"school",26,103,179.8403,"Faithful"
2,2,"school",27,104,186.5954,"Self-critical"
2,2,"school",29,106,203.109,"Fun"
2,2,"school",31,108,217.5491,"Studious"
2,2,"school",32,109,224.5715,"Enthusiastic"
2,2,"school",34,111,237.2049,"Witty"
2,2,"school",35,112,244.5929,"Reserved"
2,2,"school",37,114,258.5216,"Comfortable"
2,2,"school",38,115,264.7345,"Open-minded"
2,2,"school",40,117,277.0103,"Talkative"
2,2,"school",41,118,284.2783,"Good-tempered"
2,2,"school",43,120,296.6808,"Loyal"
2,2,"school",44,121,304.1824,"Lively"
2,2,"school",46,123,317.0649,"Extraverted"
2,2,"school",47,124,324.5509,"Unassuming"
2,2,"school",48,125,330.7711,"Original"
2,2,"school",49,126,337.9498,"Straightforward"
2,2,"school",50,127,347.4774,"Scientific"
2,2,"school",51,128,353.9688,"Lucky"
2,2,"school",52,129,362.9011,"Helpful"
2,2,"school",53,130,369.0876,"Unafraid"
2,2,"school",54,131,375.3111,"Dependable"
2,2,"school",55,132,381.6259,"Eager"
2,2,"school",56,133,388.222,"Passionate"
2,2,"school",57,134,394.3796,"Unselfish"
2,2,"school",58,135,401.5368,"Fearless"
2,2,"school",59,136,408.031,"Cooperative"
2,2,"school",60,137,416.0346,"Positive"
2,2,"school",61,138,423.6315,"Fair"
2,2,"school",62,139,429.9103,"Funny"
2,2,"school",63,140,438.9695,"Warm"
2,2,"school",64,141,446.4546,"Nice"
2,2,"school",66,143,462.928,"Mathematical"
2,2,"school",67,144,469.0783,"Quiet"
2,2,"school",68,145,475.1267,"Courageous"
2,2,"school",69,146,481.4081,"Natural"
2,2,"school",70,147,489.6903,"Verbal"
2,2,"school",72,149,502.3278,"Optimistic"
2,2,"school",73,150,508.7627,"Generous"
2,2,"school",74,151,515.9624,"Charitable"
2,2,"school",75,152,523.0491,"Friendly"
2,2,"school",76,153,529.7172,"Hospitable"
2,2,"school",77,154,537,"Outgoing"
2,3,"friend",1,155,5,"Lenient"
2,3,"friend",3,157,19.2659,"Well-organized"
2,3,"friend",4,158,26.823,"Scientific"
2,3,"friend",6,160,40.164,"Witty"
2,3,"friend",7,161,47.8961,"Unafraid"
2,3,"friend",8,162,54.6981,"Warm"
2,3,"friend",9,163,62.1871,"Verbal"
2,3,"friend",10,164,69.1671,"Sincere"
2,3,"friend",11,165,76.0381,"Sentimental"
2,3,"friend",12,166,82.5486,"Self-critical"
2,3,"friend",13,167,89.3849,"Fun"
2,3,"friend",15,169,103.611,"Passionate"
2,3,"friend",16,170,113.9443,"Sociable"
2,3,"friend",18,172,127.5248,"Faithful"
2,3,"friend",19,173,135.5423,"Extraverted"
2,3,"friend",20,174,141.9878,"Comfortable"
2,3,"friend",22,176,155.9905,"Nice"
2,3,"friend",24,178,169.4424,"Outgoing"
2,3,"friend",25,179,176.6506,"Compassionate"
2,3,"friend",26,180,183.268,"Loyal"
2,3,"friend",27,181,189.4368,"Funny"
2,3,"friend",28,182,196.0566,"Humorous"
2,3,"friend",30,184,209.3497,"Talkative"
2,3,"friend",32,186,222.8613,"Generous"
2,3,"friend",33,187,230.1285,"Glad"
2,3,"friend",35,189,244.041,"Eager"
2,3,"friend",36,190,250.9748,"Hospitable"
2,3,"friend",37,191,257.7375,"Fearless"
2,3,"friend",38,192,264.0279,"Straightforward"
2,3,"friend",39,193,271.0341,"Courageous"
2,3,"friend",40,194,277.9963,"Cooperative"
2,3,"friend",41,195,284.224,"Good"
2,3,"friend",42,196,293.0007,"Original"
2,3,"friend",43,197,299.913,"Optimistic"
2,3,"friend",44,198,306.5659,"Considerate"
2,3,"friend",46,200,320.8772,"Lively"
2,3,"friend",48,202,334.0805,"Understanding"
2,3,"friend",49,203,341.3984,"Dependable"
2,3,"friend",50,204,348.0455,"Contemplative"
2,3,"friend",51,205,355.0107,"Friendly"
2,3,"friend",52,206,362.1799,"Outspoken"
2,3,"friend",53,207,368.5649,"Giving"
2,3,"friend",54,208,375.1879,"Mathematical"
2,3,"friend",55,209,382.4597,"Communicative"
2,3,"friend",56,210,389.0723,"Studious"
2,3,"friend",58,212,403.4968,"Untiring"
2,3,"friend",59,213,409.9061,"Casual"
2,3,"friend",60,214,416.5283,"Reserved"
2,3,"friend",61,215,423.3536,"Charitable"
2,3,"friend",62,216,430.7715,"Confident"
2,3,"friend",63,217,437.9001,"Lucky"
2,3,"friend",64,218,444.1579,"Helpful"
2,3,"friend",65,219,450.4999,"Unassuming"
2,3,"friend",66,220,457.4843,"Open-minded"
2,3,"friend",67,221,463.9525,"Positive"
2,3,"friend",68,222,471.4108,"Good-humored"
2,3,"friend",69,223,478.827,"Fair"
2,3,"friend",70,224,486.4441,"Good-tempered"
2,3,"friend",71,225,493.0376,"Quiet"
2,3,"friend",72,226,501.7727,"Unselfish"
2,3,"friend",73,227,510.7769,"Gentle"
2,3,"friend",75,229,523.978,"Charming"
2,3,"friend",76,230,530.5549,"Natural"
2,3,"friend",77,231,537,"Enthusiastic"
2,4,"friend",1,232,5,"Funny"
2,4,"friend",3,234,21.5047,"Unselfish"
2,4,"friend",4,235,27.5695,"Cooperative"
2,4,"friend",5,236,33.5304,"Good"
2,4,"friend",6,237,40.0794,"Well-organized"
2,4,"friend",7,238,46.3057,"Loyal"
2,4,"friend",8,239,53.2709,"Unassuming"
2,4,"friend",9,240,60.0701,"Fun"
2,4,"friend",10,241,66.0041,"Fearless"
2,4,"friend",11,242,72.5889,"Self-critical"
2,4,"friend",12,243,79.5546,"Verbal"
2,4,"friend",13,244,85.5004,"Generous"
2,4,"friend",14,245,91.7824,"Original"
2,4,"friend",15,246,99.9721,"Good-tempered"
2,4,"friend",16,247,106.7483,"Eager"
2,4,"friend",17,248,113.5695,"Extraverted"
2,4,"friend",18,249,119.8883,"Passionate"
2,4,"friend",19,250,125.8823,"Courageous"
2,4,"friend",20,251,133.7055,"Reserved"
2,4,"friend",21,252,140.3736,"Giving"
2,4,"friend",23,254,154.109,"Open-minded"
2,4,"friend",25,256,169.3928,"Considerate"
2,4,"friend",26,257,175.2876,"Humorous"
2,4,"friend",27,258,183.6204,"Friendly"
2,4,"friend",28,259,190.1907,"Studious"
2,4,"friend",30,261,203.7182,"Communicative"
2,4,"friend",31,262,211.405,"Lenient"
2,4,"friend",32,263,221.6996,"Natural"
2,4,"friend",33,264,227.8625,"Good-humored"
2,4,"friend",34,265,236.3192,"Enthusiastic"
2,4,"friend",35,266,242.3053,"Gentle"
2,4,"friend",36,267,248.9285,"Sociable"
2,4,"friend",37,268,258.1441,"Sincere"
2,4,"friend",38,269,264.186,"Talkative"
2,4,"friend",40,271,277.0172,"Contemplative"
2,4,"friend",41,272,284.6253,"Faithful"
2,4,"friend",42,273,292.7126,"Glad"
2,4,"friend",43,274,300.7332,"Compassionate"
2,4,"friend",44,275,307.3666,"Understanding"
2,4,"friend",45,276,314.6807,"Outspoken"
2,4,"friend",47,278,327.1384,"Optimistic"
2,4,"friend",48,279,336.2009,"Charming"
2,4,"friend",50,281,349.8504,"Casual"
2,4,"friend",51,282,356.5182,"Fair"
2,4,"friend",52,283,364.9884,"Nice"
2,4,"friend",54,285,379.5163,"Dependable"
2,4,"friend",55,286,385.7248,"Straightforward"
2,4,"friend",56,287,392.2253,"Hospitable"
2,4,"friend",57,288,400.21,"Comfortable"
2,4,"friend",58,289,406.7472,"Sentimental"
2,4,"friend",59,290,414.7179,"Witty"
2,4,"friend",60,291,421.8543,"Warm"
2,4,"friend",61,292,428.146,"Confident"
2,4,"friend",62,293,434.0329,"Lucky"
2,4,"friend",64,295,447.6867,"Charitable"
2,4,"friend",66,297,463.0854,"Scientific"
2,4,"friend",67,298,470.0875,"Quiet"
2,4,"friend",69,300,485.5314,"Mathematical"
2,4,"friend",70,301,491.9359,"Lively"
2,4,"friend",71,302,498.2354,"Outgoing"
2,4,"friend",73,304,510.1856,"Untiring"
2,4,"friend",74,305,516.0931,"Unafraid"
2,4,"friend",76,307,529.655,"Positive"
2,4,"friend",77,308,537,"Helpful"
3,1,"friend",1,1,5,"Lucky"
3,1,"friend",2,2,11.4882,"Verbal"
3,1,"friend",3,3,18.7686,"Good-humored"
3,1,"friend",5,5,36.5526,"Understanding"
3,1,"friend",6,6,43.8455,"Generous"
3,1,"friend",7,7,51.4001,"Lively"
3,1,"friend",8,8,57.5844,"Scientific"
3,1,"friend",9,9,63.8973,"Natural"
3,1,"friend",11,11,79.3986,"Dependable"
3,1,"friend",12,12,86.6119,"Outspoken"
3,1,"friend",13,13,93.0231,"Sentimental"
3,1,"friend",14,14,102.3452,"Nice"
3,1,"friend",16,16,118.2093,"Positive"
3,1,"friend",17,17,126.7927,"Contemplative"
3,1,"friend",18,18,133.8208,"Open-minded"
3,1,"friend",20,20,146.554,"Sociable"
3,1,"friend",21,21,153.3027,"Charitable"
3,1,"friend",22,22,161.5119,"Loyal"
3,1,"friend",23,23,168.642,"Fun"
3,1,"friend",24,24,176.2892,"Friendly"
3,1,"friend",25,25,182.9421,"Sincere"
3,1,"friend",26,26,189.1509,"Gentle"
3,1,"friend",27,27,195.1771,"Optimistic"
3,1,"friend",28,28,201.5653,"Good-tempered"
3,1,"friend",29,29,208.2123,"Lenient"
3,1,"friend",30,30,217.0796,"Communicative"
3,1,"friend",31,31,223.1769,"Warm"
3,1,"friend",32,32,229.6853,"Courageous"
3,1,"friend",33,33,237.3051,"Witty"
3,1,"friend",35,35,251.5978,"Self-critical"
3,1,"friend",37,37,264.3436,"Enthusiastic"
3,1,"friend",38,38,270.6417,"Unassuming"
3,1,"friend",39,39,276.8666,"Funny"
3,1,"friend",41,41,290.369,"Unafraid"
3,1,"friend",42,42,297.8547,"Original"
3,1,"friend",43,43,304.368,"Helpful"
3,1,"friend",44,44,312.011,"Humorous"
3,1,"friend",45,45,321.2386,"Eager"
3,1,"friend",46,46,327.9331,"Hospitable"
3,1,"friend",47,47,334.2232,"Glad"
3,1,"friend",48,48,341.0562,"Charming"
3,1,"friend",49,49,348.5393,"Untiring"
3,1,"friend",50,50,355.0998,"Passionate"
3,1,"friend",52,52,367.6573,"Considerate"
3,1,"friend",54,54,381.8527,"Compassionate"
3,1,"friend",55,55,388.028,"Studious"
3,1,"friend",56,56,394.1208,"Mathematical"
3,1,"friend",57,57,401.2641,"Well-organized"
3,1,"friend",58,58,409.7868,"Comfortable"
3,1,"friend",59,59,415.837,"Quiet"
3,1,"friend",61,61,428.5676,"Confident"
3,1,"friend",62,62,435.7106,"Good"
3,1,"friend",63,63,442.9906,"Reserved"
3,1,"friend",64,64,450.5697,"Straightforward"
3,1,"friend",66,66,463.7475,"Extraverted"
3,1,"friend",67,67,470.5934,"Fair"
3,1,"friend",69,69,483.0479,"Giving"
3,1,"friend",70,70,489.7679,"Cooperative"
3,1,"friend",71,71,495.9995,"Faithful"
3,1,"friend",72,72,502.4107,"Outgoing"
3,1,"friend",74,74,515.2434,"Talkative"
3,1,"friend",75,75,522.4486,"Unselfish"
3,1,"friend",76,76,529.9116,"Fearless"
3,1,"friend",77,77,537,"Casual"
3,2,"friend",1,78,5,"Good-tempered"
3,2,"friend",2,79,11.1778,"Fun"
3,2,"friend",3,80,17.6084,"Funny"
3,2,"friend",4,81,24.4231,"Studious"
3,2,"friend",5,82,32.598,"Dependable"
3,2,"friend",7,84,46.9199,"Contemplative"
3,2,"friend",8,85,53.02,"Compassionate"
3,2,"friend",9,86,59.377,"Lucky"
3,2,"friend",11,88,72.6394,"Understanding"
3,2,"friend",13,90,87.203,"Quiet"
3,2,"friend",14,91,93.6039,"Unassuming"
3,2,"friend",15,92,103.4269,"Positive"
3,2,"friend",17,94,116.4648,"Mathematical"
3,2,"friend",18,95,125.4288,"Generous"
3,2,"friend",19,96,132.5427,"Sociable"
3,2,"friend",20,97,139.5818,"Straightforward"
3,2,"friend",21,98,147.866,"Open-minded"
3,2,"friend",23,100,161.8674,"Talkative"
